Profile 1             
x       y           
[m]     [m]         
0.00048795707  -9.3060987e-07            
0.00049056647  -4.3651232e-07            
0.00049317587  -5.8289659e-08            
0.00049578526  1.6986847e-07            
0.00049839466  2.4115616e-07            
0.00050100406  1.9458579e-07            
0.00050361345  1.5974611e-07            
0.00050622285  2.530783e-07            
0.00050883224  4.9166624e-07            
0.00051144164  8.726554e-07            
0.00051405104  1.3387576e-06            
0.00051666043  1.7837045e-06            
0.00051926983  2.1069977e-06            
0.00052187922  2.1343331e-06            
0.00052448862  1.8362238e-06            
0.00052709802  1.4066339e-06            
0.00052970741  7.9501117e-07            
0.00053231681  4.3411243e-10            
0.0005349262  -7.5478591e-07            
0.0005375356  -1.4270646e-06            
0.000540145  -1.989115e-06            
0.00054275439  -2.4500124e-06            
0.00054536379  -2.8455757e-06            
0.00054797319  -3.1618454e-06            
0.00055058258  -3.3384885e-06            
0.00055319198  -3.3030544e-06            
0.00055580137  -3.0661707e-06            
0.00055841077  -2.6372302e-06            
0.00056102017  -2.0412123e-06            
0.00056362956  -1.3616569e-06            
0.00056623896  -7.1381511e-07            
0.00056884835  -1.6597975e-07            
0.00057145775  2.6137526e-07            
0.00057406715  5.9234081e-07            
0.00057667654  7.9982104e-07            
0.00057928594  8.7911262e-07            
0.00058189533  8.2364393e-07            
0.00058450473  6.7291494e-07            
0.00058711413  4.9655324e-07            
0.00058972352  3.206193e-07            
0.00059233292  1.5632928e-07            
0.00059494232  -1.3376565e-08            
0.00059755171  -2.0306832e-07            
0.00060016111  -4.1431489e-07            
0.0006027705  -6.2289339e-07            
0.0006053799  -7.873948e-07            
0.0006079893  -8.9299815e-07            
0.00061059869  -9.0038117e-07            
0.00061320809  -7.9927137e-07            
0.00061581748  -6.7834522e-07            
0.00061842688  -6.3979738e-07            
0.00062103628  -7.485414e-07            
0.00062364567  -1.0633639e-06            
0.00062625507  -1.5772056e-06            
0.00062886447  -2.2572453e-06            
0.00063147386  -3.0961202e-06            
0.00063408326  -4.0631366e-06            
0.00063669265  -5.074759e-06            
0.00063930205  -6.035386e-06            
0.00064191145  -6.797247e-06            
0.00064452084  -7.124148e-06            
0.00064713024  -6.92879e-06            
0.00064973963  -6.3278738e-06            
0.00065234903  -5.4468308e-06            
0.00065495843  -4.5194326e-06            
0.00065756782  -3.7370372e-06            
0.00066017722  -3.1617329e-06            
0.00066278661  -2.8338281e-06            
0.00066539601  -2.6968451e-06            
0.00066800541  -2.6438461e-06            
0.0006706148  -2.6651436e-06            
0.0006732242  -2.7729098e-06            
0.0006758336  -2.9710746e-06            
0.00067844299  -3.2044477e-06            
0.00068105239  -3.4545296e-06            
0.00068366178  -3.6759304e-06            
0.00068627118  -3.8126832e-06            
0.00068888058  -3.8537587e-06            
0.00069148997  -3.789349e-06            
0.00069409937  -3.6175276e-06            
0.00069670876  -3.3740129e-06            
0.00069931816  -3.0945581e-06            
0.00070192756  -2.7874079e-06            
0.00070453695  -2.4618771e-06            
0.00070714635  -2.1299224e-06            
0.00070975574  -1.8057403e-06            
0.00071236514  -1.4936516e-06            
0.00071497454  -1.1954745e-06            
0.00071758393  -9.1007673e-07            
0.00072019333  -6.4559309e-07            
0.00072280273  -4.3540771e-07            
0.00072541212  -3.5328522e-07            
0.00072802152  -4.5081059e-07            
0.00073063091  -7.0780934e-07            
0.00073324031  -1.0903305e-06            
0.00073584971  -1.4624588e-06            
0.0007384591  -1.6657765e-06            
0.0007410685  -1.6844775e-06            
0.00074367789  -1.4504523e-06            
0.00074628729  -9.6330021e-07            
0.00074889669  -3.7833552e-07            
0.00075150608  2.0624074e-07            
0.00075411548  6.2485809e-07            
0.00075672488  7.2546437e-07            
0.00075933427  5.7443148e-07            
0.00076194367  2.3000311e-07            
0.00076455306  -2.4415983e-07            
0.00076716246  -7.2560906e-07            
0.00076977186  -1.1159646e-06            
0.00077238125  -1.4327943e-06            
0.00077499065  -1.6771875e-06            
0.00077760004  -1.829982e-06            
0.00078020944  -1.8774315e-06            
0.00078281884  -1.8614999e-06            
0.00078542823  -1.8451016e-06            
0.00078803763  -1.8852799e-06            
0.00079064702  -1.9674931e-06            
0.00079325642  -2.0770104e-06            
0.00079586582  -2.1924424e-06            
0.00079847521  -2.2894659e-06            
0.00080108461  -2.3602179e-06            
0.00080369401  -2.3842118e-06            
0.0008063034  -2.331132e-06            
0.0008089128  -2.1941106e-06            
0.00081152219  -2.0037851e-06            
0.00081413159  -1.782922e-06            
0.00081674099  -1.5634047e-06            
0.00081935038  -1.3635843e-06            
0.00082195978  -1.1593644e-06            
0.00082456917  -9.1669912e-07            
0.00082717857  -5.8770437e-07            
0.00082978797  -1.567961e-07            
0.00083239736  3.5622218e-07            
0.00083500676  8.9617989e-07            
0.00083761615  1.3671548e-06            
0.00084022555  1.7243e-06            
0.00084283495  1.9908717e-06            
0.00084544434  2.1839017e-06            
0.00084805374  2.3192868e-06            
0.00085066314  2.3833675e-06            
0.00085327253  2.3440717e-06            
0.00085588193  2.2374056e-06            
0.00085849132  2.1008003e-06            
0.00086110072  1.9242521e-06            
0.00086371012  1.8105214e-06            
0.00086631951  1.865712e-06            
0.00086892891  2.1374993e-06            
0.0008715383  2.5430694e-06            
0.0008741477  3.073047e-06            
0.0008767571  3.7160097e-06            
0.00087936649  4.4207285e-06            
0.00088197589  5.0509724e-06            
0.00088458529  5.4271067e-06            
0.00088719468  5.5178011e-06            
0.00088980408  5.4779198e-06            
0.00089241347  5.3744594e-06            
0.00089502287  5.2697443e-06            
0.00089763227  5.1679132e-06            
0.00090024166  5.0216411e-06            
0.00090285106  4.8530317e-06            
0.00090546045  4.6723838e-06            
0.00090806985  4.5302918e-06            
0.00091067925  4.5068211e-06            
0.00091328864  4.6496842e-06            
0.00091589804  4.9872015e-06            
0.00091850743  5.4404707e-06            
0.00092111683  5.867029e-06            
0.00092372623  6.3215318e-06            
0.00092633562  6.8062989e-06            
0.00092894502  7.2194363e-06            
0.00093155442  7.5170099e-06            
0.00093416381  7.9384374e-06            
0.00093677321  8.5423906e-06            
0.0009393826  9.5691395e-06            
0.000941992  1.1381955e-05            
0.0009446014  1.4051586e-05            
0.00094721079  1.7813911e-05            
0.00094982019  2.2509032e-05            
0.00095242958  2.7243527e-05            
0.00095503898  3.150877e-05            
0.00095764838  3.4903887e-05            
0.00096025777  3.7406563e-05            
0.00096286717  3.9520488e-05            
0.00096547656  4.1452096e-05            
0.00096808596  4.3888137e-05            
0.00097069536  4.699218e-05            
0.00097330475  4.9633267e-05            
0.00097591415  5.1996118e-05            
0.00097852355  5.4131779e-05            
0.00098113294  5.6220928e-05            
0.00098374234  5.8562225e-05            
0.00098635173  6.1165753e-05            
0.00098896113  6.4437068e-05            
0.00099157053  6.9057924e-05            
0.00099417992  7.5323203e-05            
0.00099678932  8.3603439e-05            
0.00099939871  9.3464501e-05            
0.0010020081  0.00010279226            
0.0010046175  0.00010996868            
0.0010072269  0.00011549392            
0.0010098363  0.00012062086            
0.0010124457  0.00012666847            
0.0010150551  0.00013330344            
0.0010176645  0.00013978315            
0.0010202739  0.00014506089            
0.0010228833  0.00014887899            
0.0010254927  0.00015201187            
0.0010281021  0.00015499597            
0.0010307115  0.00015909368            
0.0010333209  0.00016504472            
0.0010359303  0.0001716283            
0.0010385397  0.00017806428            
0.0010411491  0.00018359097            
0.0010437584  0.00018825994            
0.0010463678  0.00019252585            
0.0010489772  0.00019684211            
0.0010515866  0.00020161352            
0.001054196  0.00020697536            
0.0010568054  0.0002133162            
0.0010594148  0.0002205406            
0.0010620242  0.00022792624            
0.0010646336  0.00023435343            
0.001067243  0.00023899166            
0.0010698524  0.00024203817            
0.0010724618  0.00024435284            
0.0010750712  0.00024615801            
0.0010776806  0.00024764978            
0.00108029  0.00024914265            
0.0010828994  0.00025106305            
0.0010855088  0.00025352523            
0.0010881182  0.00025645689            
0.0010907276  0.00025970091            
0.001093337  0.00026297572            
0.0010959464  0.00026615493            
0.0010985558  0.00026931581            
0.0011011652  0.0002727863            
0.0011037746  0.00027704854            
0.001106384  0.00028214075            
0.0011089934  0.00028783825            
0.0011116027  0.0002934819            
0.0011142121  0.0002982316            
0.0011168215  0.00030214152            
0.0011194309  0.00030561354            
0.0011220403  0.00030897412            
0.0011246497  0.00031247022            
0.0011272591  0.00031647933            
0.0011298685  0.00032048347            
0.0011324779  0.00032369273            
0.0011350873  0.0003258495            
0.0011376967  0.00032731909            
0.0011403061  0.0003284281            
0.0011429155  0.00032977682            
0.0011455249  0.00033197451            
0.0011481343  0.00033537998            
0.0011507437  0.00034030936            
0.0011533531  0.0003463648            
0.0011559625  0.0003523281            
0.0011585719  0.00035801985            
0.0011611813  0.00036343803            
0.0011637907  0.00036858846            
0.0011664001  0.00037331096            
0.0011690095  0.00037746233            
0.0011716189  0.00038067442            
0.0011742283  0.00038288427            
0.0011768377  0.0003847887            
0.001179447  0.00038655984            
0.0011820564  0.00038837301            
0.0011846658  0.00039041914            
0.0011872752  0.00039282497            
0.0011898846  0.00039564699            
0.001192494  0.00039870924            
0.0011951034  0.00040167399            
0.0011977128  0.00040450084            
0.0012003222  0.00040715105            
0.0012029316  0.00040972191            
0.001205541  0.0004124166            
0.0012081504  0.00041530786            
0.0012107598  0.00041858429            
0.0012133692  0.00042242482            
0.0012159786  0.00042666924            
0.001218588  0.00043082294            
0.0012211974  0.00043461181            
0.0012238068  0.00043786179            
0.0012264162  0.00044082295            
0.0012290256  0.00044389719            
0.001231635  0.00044744409            
0.0012342444  0.00045185806            
0.0012368538  0.00045691355            
0.0012394632  0.00046180904            
0.0012420726  0.00046598527            
0.0012446819  0.00046897885            
0.0012472913  0.00047110326            
0.0012499007  0.00047291923            
0.0012525101  0.00047470472            
0.0012551195  0.0004767012            
0.0012577289  0.00047893167            
0.0012603383  0.00048130652            
0.0012629477  0.00048359782            
0.0012655571  0.00048551679            
0.0012681665  0.00048703912            
0.0012707759  0.00048818059            
0.0012733853  0.0004889297            
0.0012759947  0.00048932495            
0.0012786041  0.00048944328            
0.0012812135  0.0004892617            
0.0012838229  0.00048882669            
0.0012864323  0.00048831748            
0.0012890417  0.00048792842            
0.0012916511  0.00048775581            
0.0012942605  0.00048788509            
0.0012968699  0.00048835869            
0.0012994793  0.00048911877            
0.0013020887  0.000490062            
0.0013046981  0.00049119196            
0.0013073075  0.00049255914            
0.0013099169  0.00049407524            
0.0013125262  0.00049572988            
0.0013151356  0.00049752807            
0.001317745  0.00049946104            
0.0013203544  0.00050148114            
0.0013229638  0.00050363782            
0.0013255732  0.00050624484            
0.0013281826  0.00050984375            
0.001330792  0.00051479757            
0.0013334014  0.000521883            
0.0013360108  0.00053205165            
0.0013386202  0.00054372407            
0.0013412296  0.0005530694            
0.001343839  0.00055964552            
0.0013464484  0.00056399936            
0.0013490578  0.00056749679            
0.0013516672  0.00057073981            
0.0013542766  0.00057378693            
0.001356886  0.00057682532            
0.0013594954  0.00058019351            
0.0013621048  0.00058371609            
0.0013647142  0.00058710675            
0.0013673236  0.00059000456            
0.001369933  0.00059242194            
0.0013725424  0.00059454778            
0.0013751518  0.0005964179            
0.0013777612  0.00059812873            
0.0013803705  0.00059987398            
0.0013829799  0.00060167663            
0.0013855893  0.00060360858            
0.0013881987  0.00060573266            
0.0013908081  0.00060803094            
0.0013934175  0.00061054478            
0.0013960269  0.00061322299            
0.0013986363  0.00061598907            
0.0014012457  0.00061887814            
0.0014038551  0.00062179276            
0.0014064645  0.00062456458            
0.0014090739  0.00062707621            
0.0014116833  0.00062941072            
0.0014142927  0.00063152512            
0.0014169021  0.0006338041            
0.0014195115  0.00063679519            
0.0014221209  0.00064032375            
0.0014247303  0.00064435157            
0.0014273397  0.00064831862            
0.0014299491  0.00065155967            
0.0014325585  0.00065450561            
0.0014351679  0.00065734101            
0.0014377773  0.0006602225            
0.0014403867  0.00066311708            
0.0014429961  0.00066589524            
0.0014456055  0.00066848276            
0.0014482148  0.00067092335            
0.0014508242  0.00067337551            
0.0014534336  0.00067581259            
0.001456043  0.0006782576            
0.0014586524  0.00068074822            
0.0014612618  0.00068344351            
0.0014638712  0.00068679219            
0.0014664806  0.00069185123            
0.00146909  0.00070052424            
0.0014716994  0.00071245796            
0.0014743088  0.00072394133            
0.0014769182  0.0007328533            
0.0014795276  0.00073836658            
0.001482137  0.0007420933            
0.0014847464  0.00074496886            
0.0014873558  0.00074751286            
0.0014899652  0.00075014416            
0.0014925746  0.00075301171            
0.001495184  0.00075596805            
0.0014977934  0.0007589497            
0.0015004028  0.00076192257            
0.0015030122  0.00076479382            
0.0015056216  0.00076742113            
0.001508231  0.00076986147            
0.0015108404  0.00077225531            
0.0015134498  0.00077457048            
0.0015160591  0.00077695003            
0.0015186685  0.00077886834            
0.0015212779  0.00077974842            
0.0015238873  0.00078027679            
0.0015264967  0.00078030411            
0.0015291061  0.00077989941            
0.0015317155  0.00077938306            
0.0015343249  0.00077880988            
0.0015369343  0.00077829126            
0.0015395437  0.00077790526            
0.0015421531  0.00077759427            
0.0015447625  0.00077721222            
0.0015473719  0.00077658768            
0.0015499813  0.00077611028            
0.0015525907  0.00077639845            
0.0015552001  0.00077687223            
0.0015578095  0.00077749397            
0.0015604189  0.00077869184            
0.0015630283  0.00078060767            
0.0015656377  0.00078221091            
0.0015682471  0.00078345199            
0.0015708565  0.00078448239            
0.0015734659  0.00078534064            
0.0015760753  0.00078606615            
0.0015786847  0.00078670278            
0.001581294  0.00078741291            
0.0015839034  0.00078845072            
0.0015865128  0.00078996775            
0.0015891222  0.00079222815            
0.0015917316  0.00079547668            
0.001594341  0.00079939671            
0.0015969504  0.00080331994            
0.0015995598  0.0008066336            
0.0016021692  0.00080907201            
0.0016047786  0.00081114847            
0.001607388  0.00081302171            
0.0016099974  0.00081482997            
0.0016126068  0.00081660738            
0.0016152162  0.00081818705            
0.0016178256  0.00081945302            
0.001620435  0.00082054601            
0.0016230444  0.00082158442            
0.0016256538  0.00082223252            
0.0016282632  0.00082269244            
0.0016308726  0.00082326061            
0.001633482  0.00082419266            
0.0016360914  0.00082545338            
0.0016387008  0.00082703465            
0.0016413102  0.00082889966            
0.0016439196  0.00083088314            
0.001646529  0.0008328837            
0.0016491383  0.00083512581            
0.0016517477  0.00083730963            
0.0016543571  0.00083883599            
0.0016569665  0.00084016813            
0.0016595759  0.00084133823            
0.0016621853  0.00084236104            
0.0016647947  0.00084333721            
0.0016674041  0.00084440757            
0.0016700135  0.00084575942            
0.0016726229  0.00084774734            
0.0016752323  0.0008505816            
0.0016778417  0.00085415201            
0.0016804511  0.00085845915            
0.0016830605  0.0008630333            
0.0016856699  0.0008670749            
0.0016882793  0.00087061371            
0.0016908887  0.00087359511            
0.0016934981  0.00087613574            
0.0016961075  0.0008786193            
0.0016987169  0.00088125604            
0.0017013263  0.00088416722            
0.0017039357  0.00088725275            
0.0017065451  0.00089026885            
0.0017091545  0.00089319414            
0.0017117639  0.00089563238            
0.0017143733  0.00089724054            
0.0017169826  0.00089850319            
0.001719592  0.00089962191            
0.0017222014  0.000900591            
0.0017248108  0.00090150298            
0.0017274202  0.00090291078            
0.0017300296  0.00090497432            
0.001732639  0.0009080983            
0.0017352484  0.00091294108            
0.0017378578  0.0009197605            
0.0017404672  0.00092818318            
0.0017430766  0.00093764427            
0.001745686  0.00094687281            
0.0017482954  0.00095436742            
0.0017509048  0.00095977315            
0.0017535142  0.00096334584            
0.0017561236  0.00096609122            
0.001758733  0.00096821737            
0.0017613424  0.00096989414            
0.0017639518  0.00097123042            
0.0017665612  0.0009722243            
0.0017691706  0.0009729517            
0.00177178  0.00097332702            
0.0017743894  0.00097328262            
0.0017769988  0.00097294316            
0.0017796082  0.00097239321            
0.0017822176  0.00097148663            
0.0017848269  0.00096996549            
0.0017874363  0.00096776471            
0.0017900457  0.00096497964            
0.0017926551  0.00096182594            
0.0017952645  0.00095872838            
0.0017978739  0.00095594309            
0.0018004833  0.00095343792            
0.0018030927  0.00095130884            
0.0018057021  0.00094966475            
0.0018083115  0.00094846078            
0.0018109209  0.00094773596            
0.0018135303  0.0009476544            
0.0018161397  0.00094827123            
0.0018187491  0.00094932097            
0.0018213585  0.00095083059            
0.0018239679  0.00095295471            
0.0018265773  0.00095573576            
0.0018291867  0.00095891637            
0.0018317961  0.00096269451            
0.0018344055  0.00096724036            
0.0018370149  0.00097262381            
0.0018396243  0.00097887945            
0.0018422337  0.00098607517            
0.0018448431  0.00099342329            
0.0018474525  0.00099919208            
0.0018500618  0.0010028981            
0.0018526712  0.0010050104            
0.0018552806  0.0010059924            
0.00185789  0.0010062535            
0.0018604994  0.0010062857            
0.0018631088  0.0010063168            
0.0018657182  0.0010068134            
0.0018683276  0.0010082323            
0.001870937  0.0010105894            
0.0018735464  0.0010139679            
0.0018761558  0.0010180984            
0.0018787652  0.0010221853            
0.0018813746  0.0010258318            
0.001883984  0.0010288952            
0.0018865934  0.0010315474            
0.0018892028  0.0010341991            
0.0018918122  0.0010367961            
0.0018944216  0.0010392243            
0.001897031  0.0010411717            
0.0018996404  0.0010422894            
0.0019022498  0.0010424193            
0.0019048592  0.0010414233            
0.0019074686  0.0010395624            
0.001910078  0.0010375903            
0.0019126874  0.0010358333            
0.0019152968  0.0010345885            
0.0019179061  0.0010339531            
0.0019205155  0.0010336556            
0.0019231249  0.0010336106            
0.0019257343  0.0010337737            
0.0019283437  0.0010341136            
0.0019309531  0.0010345984            
0.0019335625  0.0010352713            
0.0019361719  0.0010361807            
0.0019387813  0.0010374164            
0.0019413907  0.0010391383            
0.0019440001  0.0010417124            
0.0019466095  0.0010461166            
0.0019492189  0.0010529716            
0.0019518283  0.0010606094            
0.0019544377  0.0010669089            
0.0019570471  0.0010706289            
0.0019596565  0.0010728298            
0.0019622659  0.0010742272            
0.0019648753  0.0010752316            
0.0019674847  0.0010761693            
0.0019700941  0.0010770965            
0.0019727035  0.0010781435            
0.0019753129  0.0010793786            
0.0019779223  0.0010808819            
0.0019805317  0.0010826143            
0.0019831411  0.0010843631            
0.0019857504  0.0010858153            
0.0019883598  0.0010865907            
0.0019909692  0.0010867356            
0.0019935786  0.0010865823            
0.001996188  0.0010863529            
0.0019987974  0.0010862003            
0.0020014068  0.0010860823            
0.0020040162  0.0010860843            
0.0020066256  0.0010862443            
0.002009235  0.0010865083            
0.0020118444  0.001086712            
0.0020144538  0.0010867742            
0.0020170632  0.0010866674            
0.0020196726  0.001086327            
0.002022282  0.0010855857            
0.0020248914  0.0010843423            
0.0020275008  0.0010826979            
0.0020301102  0.0010810301            
0.0020327196  0.0010795837            
0.002035329  0.0010783984            
0.0020379384  0.0010776723            
0.0020405478  0.0010774226            
0.0020431572  0.0010772277            
0.0020457666  0.0010771826            
0.002048376  0.0010774288            
0.0020509854  0.0010780905            
0.0020535947  0.0010792008            
0.0020562041  0.0010810906            
0.0020588135  0.001084585            
0.0020614229  0.0010902925            
0.0020640323  0.0010975612            
0.0020666417  0.0011059765            
0.0020692511  0.0011142906            
0.0020718605  0.0011210893            
0.0020744699  0.0011268808            
0.0020770793  0.0011325096            
0.0020796887  0.0011386478            
0.0020822981  0.0011447801            
0.0020849075  0.0011501453            
0.0020875169  0.0011541755            
0.0020901263  0.0011567434            
0.0020927357  0.0011586337            
0.0020953451  0.0011600837            
0.0020979545  0.0011612116            
0.0021005639  0.0011620974            
0.0021031733  0.001162722            
0.0021057827  0.001163042            
0.0021083921  0.0011629373            
0.0021110015  0.001162362            
0.0021136109  0.0011615302            
0.0021162203  0.0011605629            
0.0021188297  0.0011595294            
0.002121439  0.0011584314            
0.0021240484  0.0011571413            
0.0021266578  0.0011554812            
0.0021292672  0.0011532684            
0.0021318766  0.0011504785            
0.002134486  0.001147325            
0.0021370954  0.0011438376            
0.0021397048  0.0011404412            
0.0021423142  0.0011377458            
0.0021449236  0.0011356384            
0.002147533  0.0011340442            
0.0021501424  0.001132913            
0.0021527518  0.0011321328            
0.0021553612  0.0011315148            
0.0021579706  0.0011310218            
0.00216058  0.0011306462            
0.0021631894  0.0011304016            
0.0021657988  0.0011302494            
0.0021684082  0.0011301731            
0.0021710176  0.0011301825            
0.002173627  0.0011303209            
0.0021762364  0.0011306133            
0.0021788458  0.0011311376            
0.0021814552  0.0011319898            
0.0021840646  0.001133135            
0.0021866739  0.001134396            
0.0021892833  0.001135624            
0.0021918927  0.0011365745            
0.0021945021  0.0011370818            
0.0021971115  0.0011371869            
0.0021997209  0.0011369038            
0.0022023303  0.001136356            
0.0022049397  0.001135793            
0.0022075491  0.0011353438            
0.0022101585  0.0011351335            
0.0022127679  0.001135261            
0.0022153773  0.001135664            
0.0022179867  0.0011362715            
0.0022205961  0.0011370067            
0.0022232055  0.0011377563            
0.0022258149  0.0011384714            
0.0022284243  0.0011392067            
0.0022310337  0.0011402194            
0.0022336431  0.0011418401            
0.0022362525  0.0011440761            
0.0022388619  0.0011470525            
0.0022414713  0.0011507187            
0.0022440807  0.001154529            
0.0022466901  0.0011578113            
