Profile 1             
x       y           
[m]     [m]         
0  -8.7770118e-06            
2.6094622e-06  -8.9449928e-06            
5.2189243e-06  -9.2575203e-06            
7.8283865e-06  -9.6137923e-06            
1.0437849e-05  -9.9590643e-06            
1.3047311e-05  -1.0161749e-05            
1.5656773e-05  -1.0169403e-05            
1.8266235e-05  -9.9958659e-06            
2.0875697e-05  -9.6193515e-06            
2.3485159e-05  -9.1155688e-06            
2.6094622e-05  -8.6105777e-06            
2.8704084e-05  -8.1698813e-06            
3.1313546e-05  -7.8794423e-06            
3.3923008e-05  -7.7873825e-06            
3.653247e-05  -7.8586637e-06            
3.9141932e-05  -8.0627643e-06            
4.1751395e-05  -8.3939067e-06            
4.4360857e-05  -8.767643e-06            
4.6970319e-05  -9.0968e-06            
4.9579781e-05  -9.3501497e-06            
5.2189243e-05  -9.4333429e-06            
5.4798705e-05  -9.3082487e-06            
5.7408168e-05  -9.0141775e-06            
6.001763e-05  -8.5692822e-06            
6.2627092e-05  -8.0644882e-06            
6.5236554e-05  -7.494822e-06            
6.7846016e-05  -6.8986871e-06            
7.0455478e-05  -6.4117651e-06            
7.3064941e-05  -6.1013705e-06            
7.5674403e-05  -5.9278771e-06            
7.8283865e-05  -5.8367864e-06            
8.0893327e-05  -5.8166781e-06            
8.3502789e-05  -5.8351299e-06            
8.6112251e-05  -5.8747483e-06            
8.8721714e-05  -5.9425833e-06            
9.1331176e-05  -6.0385012e-06            
9.3940638e-05  -6.203597e-06            
9.65501e-05  -6.40774e-06            
9.9159562e-05  -6.5890938e-06            
0.00010176902  -6.7150024e-06            
0.00010437849  -6.6495714e-06            
0.00010698795  -6.5571426e-06            
0.00010959741  -6.6297967e-06            
0.00011220687  -6.8607024e-06            
0.00011481634  -7.2344702e-06            
0.0001174258  -7.6802305e-06            
0.00012003526  -8.1387806e-06            
0.00012264472  -8.5497099e-06            
0.00012525418  -8.8175485e-06            
0.00012786365  -8.9385271e-06            
0.00013047311  -8.9572112e-06            
0.00013308257  -8.8643567e-06            
0.00013569203  -8.7410036e-06            
0.00013830149  -8.6580405e-06            
0.00014091096  -8.6277795e-06            
0.00014352042  -8.7314859e-06            
0.00014612988  -8.9426427e-06            
0.00014873934  -9.1293038e-06            
0.00015134881  -9.210663e-06            
0.00015395827  -9.1070652e-06            
0.00015656773  -8.772437e-06            
0.00015917719  -8.2757146e-06            
0.00016178665  -7.7058687e-06            
0.00016439612  -7.178998e-06            
0.00016700558  -6.7815413e-06            
0.00016961504  -6.5020074e-06            
0.0001722245  -6.3191918e-06            
0.00017483397  -6.1735088e-06            
0.00017744343  -5.9780083e-06            
0.00018005289  -5.7010803e-06            
0.00018266235  -5.3382624e-06            
0.00018527181  -4.9008572e-06            
0.00018788128  -4.4530806e-06            
0.00019049074  -4.04418e-06            
0.0001931002  -3.6888696e-06            
0.00019570966  -3.5206879e-06            
0.00019831912  -3.5254326e-06            
0.00020092859  -3.6206175e-06            
0.00020353805  -3.8374292e-06            
0.00020614751  -4.018381e-06            
0.00020875697  -3.9913869e-06            
0.00021136644  -3.7231425e-06            
0.0002139759  -3.1785205e-06            
0.00021658536  -2.3831178e-06            
0.00021919482  -1.5174321e-06            
0.00022180428  -7.1442786e-07            
0.00022441375  -1.0324885e-07            
0.00022702321  1.4662676e-07            
0.00022963267  5.3369748e-08            
0.00023224213  -2.9338939e-07            
0.00023485159  -8.195172e-07            
0.00023746106  -1.387078e-06            
0.00024007052  -1.8909366e-06            
0.00024267998  -2.3096361e-06            
0.00024528944  -2.6115122e-06            
0.00024789891  -2.7632869e-06            
