Profile 1             
x       depth           
[m]     [m]         
0  -1.5241477e-06            
6.5452198e-06  -1.4732605e-06            
1.309044e-05  -1.3226198e-06            
1.9635659e-05  -1.061648e-06            
2.6180879e-05  -7.0198181e-07            
3.2726099e-05  -3.0803038e-07            
3.9271319e-05  6.976433e-08            
4.5816538e-05  4.4175077e-07            
5.2361758e-05  7.276844e-07            
5.8906978e-05  8.8715882e-07            
6.5452198e-05  9.4914507e-07            
7.1997418e-05  9.6453781e-07            
7.8542637e-05  9.2804818e-07            
8.5087857e-05  8.937437e-07            
9.1633077e-05  9.5108714e-07            
9.8178297e-05  1.1254465e-06            
0.00010472352  1.4142835e-06            
0.00011126874  1.7571374e-06            
0.00011781396  2.0880643e-06            
0.00012435918  2.3361453e-06            
0.0001309044  2.4692252e-06            
0.00013744962  2.4894544e-06            
0.00014399484  2.4340986e-06            
0.00015054005  2.3998232e-06            
0.00015708527  2.4457712e-06            
0.00016363049  2.6106531e-06            
0.00017017571  2.9043911e-06            
0.00017672093  3.2930388e-06            
0.00018326615  3.7444232e-06            
0.00018981137  4.1759046e-06            
0.00019635659  4.5083662e-06            
0.00020290181  4.7137904e-06            
0.00020944703  4.7899811e-06            
0.00021599225  4.7600501e-06            
0.00022253747  4.6640883e-06            
0.00022908269  4.5564545e-06            
0.00023562791  4.4903624e-06            
0.00024217313  4.4975894e-06            
0.00024871835  4.5883232e-06            
0.00025526357  4.7512857e-06            
0.00026180879  4.9533508e-06            
0.00026835401  5.1561596e-06            
0.00027489923  5.3511342e-06            
0.00028144445  5.5417281e-06            
0.00028798967  5.7612039e-06            
0.00029453489  6.0621479e-06            
0.00030108011  6.4614708e-06            
0.00030762533  6.9533415e-06            
0.00031417055  7.5083182e-06            
0.00032071577  8.0496959e-06            
0.00032726099  8.5183288e-06            
0.00033380621  8.8333814e-06            
0.00034035143  8.9916844e-06            
0.00034689665  8.9785835e-06            
0.00035344187  8.8146889e-06            
0.00035998709  8.5555762e-06            
0.00036653231  8.3373229e-06            
0.00037307753  8.2412411e-06            
0.00037962275  8.349143e-06            
0.00038616797  8.5483057e-06            
0.00039271319  8.7331294e-06            
0.00039925841  8.9477103e-06            
0.00040580363  9.1339901e-06            
0.00041234885  9.222538e-06            
0.00041889407  9.234346e-06            
0.00042543929  9.1505049e-06            
0.00043198451  8.9449086e-06            
0.00043852973  8.6660722e-06            
0.00044507495  8.3626285e-06            
0.00045162016  8.111826e-06            
0.00045816538  7.9868881e-06            
0.0004647106  8.0080879e-06            
0.00047125582  8.1565061e-06            
0.00047780104  8.4075522e-06            
0.00048434626  8.6571904e-06            
0.00049089148  8.8753007e-06            
0.0004974367  9.0849713e-06            
0.00050398192  9.3657821e-06            
0.00051052714  9.7456312e-06            
0.00051707236  1.0131447e-05            
0.00052361758  1.0675259e-05            
0.0005301628  1.1245007e-05            
0.00053670802  1.1696377e-05            
0.00054325324  1.1971944e-05            
0.00054979846  1.2044908e-05            
0.00055634368  1.1882445e-05            
0.0005628889  1.1421058e-05            
0.00056943412  1.0790202e-05            
0.00057597934  1.0222176e-05            
0.00058252456  9.7464629e-06            
0.00058906978  9.3421857e-06            
0.000595615  8.9549813e-06            
0.00060216022  8.5429512e-06            
0.00060870544  8.0342665e-06            
0.00061525066  7.4305583e-06            
0.00062179588  6.7241184e-06            
0.0006283411  5.9506921e-06            
0.00063488632  5.1595876e-06            
0.00064143154  4.3093432e-06            
0.00064797676  3.511751e-06            
0.00065452198  2.8138817e-06            
0.0006610672  2.2766096e-06            
0.00066761242  1.9154988e-06            
0.00067415764  1.6966986e-06            
0.00068070286  1.5538258e-06            
0.00068724808  1.4239663e-06            
0.0006937933  1.2602377e-06            
0.00070033852  1.0441061e-06            
0.00070688374  7.8607571e-07            
0.00071342896  5.0824778e-07            
0.00071997418  2.3829156e-07            
0.0007265194  3.4965572e-08            
0.00073306462  -4.4013801e-10            
0.00073960984  2.2814587e-07            
0.00074615506  7.8913073e-07            
0.00075270027  1.6998566e-06            
0.00075924549  2.8776809e-06            
0.00076579071  4.186113e-06            
0.00077233593  5.4286705e-06            
0.00077888115  6.4444586e-06            
0.00078542637  7.2406385e-06            
0.00079197159  7.7937965e-06            
0.00079851681  8.0341142e-06            
0.00080506203  7.9928918e-06            
0.00081160725  7.8069697e-06            
0.00081815247  7.5102583e-06            
0.00082469769  7.143961e-06            
0.00083124291  6.7418809e-06            
0.00083778813  6.3475664e-06            
0.00084433335  5.9890539e-06            
0.00085087857  5.6903484e-06            
0.00085742379  5.4897976e-06            
0.00086396901  5.4269062e-06            
0.00087051423  5.5150262e-06            
0.00087705945  5.7539399e-06            
0.00088360467  6.127606e-06            
0.00089014989  6.6144877e-06            
0.00089669511  7.1694877e-06            
0.00090324033  7.7351111e-06            
0.00090978555  8.2400602e-06            
0.00091633077  8.6689722e-06            
0.00092287599  9.0665136e-06            
0.00092942121  9.533646e-06            
0.00093596643  1.0156011e-05            
0.00094251165  1.0940278e-05            
0.00094905687  1.1852375e-05            
0.00095560209  1.2695087e-05            
0.00096214731  1.3507002e-05            
0.00096869253  1.410535e-05            
0.00097523775  1.4493695e-05            
0.00098178297  1.4778828e-05            
0.00098832819  1.4935229e-05            
0.00099487341  1.4961684e-05            
0.0010014186  1.489261e-05            
0.0010079638  1.4764595e-05            
0.0010145091  1.4660418e-05            
0.0010210543  1.463702e-05            
0.0010275995  1.4707195e-05            
0.0010341447  1.4799623e-05            
0.0010406899  1.4818151e-05            
0.0010472352  1.467935e-05            
0.0010537804  1.4409715e-05            
0.0010603256  1.4140941e-05            
0.0010668708  1.4052195e-05            
0.001073416  1.421188e-05            
0.0010799613  1.4629213e-05            
0.0010865065  1.5297511e-05            
0.0010930517  1.6134425e-05            
0.0010995969  1.7035229e-05            
0.0011061421  1.7887538e-05            
0.0011126874  1.8604609e-05            
0.0011192326  1.9148839e-05            
0.0011257778  1.9515902e-05            
