0,1
168.01372653416456,0.025
129.4926596583827,0.025
99.56808521134609,0.025
76.32158067594806,0.025
58.26284523525754,0.025
44.23415867637022,0.025
33.336161570545165,0.025
24.870198601023137,0.025
18.29352875010084,0.025
13.18453093334422,0.025
9.215674462928055,0.025
6.132521514398499,0.025
3.7374154744388948,0.025
1.8768094524811172,0.025
0.4314226048057061,0.025
-0.69140679313143,-0.66640679313143
-1.5636617599588272,-1.5386617599588273
-2.241261338802113,-2.2162613388021133
-2.767645488746946,-2.742645488746946
-3.1765599597183445,-3.1515599597183446
-3.494219685200853,-3.469219685200853
-3.7409893848740143,-3.7159893848740144
-3.9326891182421213,-3.9076891182421214
-4.081608486471185,-4.056608486471185
-4.197294501491138,-4.1722945014911375
-4.287163631546879,-4.262163631546879
-4.3569772605804555,-4.331977260580455
-4.411211042478809,-4.386211042478808
-4.453341828970134,-4.428341828970134
-4.486070565714041,-4.46107056571404
-4.511495446141385,-4.486495446141385
-4.531246423693707,-4.506246423693707
-4.546589705853366,-4.521589705853366
-4.558508928930161,-4.533508928930161
-4.567768217606214,-4.542768217606214
-4.574961171898125,-4.549961171898125
-4.580548922021882,-4.555548922021882
-4.58488969080456,-4.559889690804559
-4.5882617588475725,-4.563261758847572
-4.590881304705921,-4.565881304705921
-4.592916263792293,-4.567916263792292
-4.594497094480943,-4.569497094480942
-4.595725141611185,-4.5707251416111845
-4.596679133562963,-4.571679133562963
-4.597420229422923,-4.572420229422923
-4.597995939807717,-4.572995939807717
-4.598443172703038,-4.573443172703038
-4.598790599582838,-4.573790599582837
-4.599060493497328,-4.574060493497328
-4.599270156967009,-4.574270156967009
-4.599433031222997,-4.574433031222997
-4.599559557905515,-4.5745595579055145
-4.599657848462802,-4.5746578484628015
-4.5997342041646965,-4.574734204164696
-4.599793520068203,-4.574793520068202
-4.599839598832743,-4.574839598832742
-4.599875394503312,-4.574875394503311
-4.5999032018901715,-4.574903201890171
-4.5999248036859095,-4.574924803685909
-4.599941584751368,-4.574941584751367
-4.599954620897126,-4.574954620897126
-4.5999647478522165,-4.574964747852216
-4.599972614841532,-4.574972614841531
-4.599978726206728,-4.574978726206727
-4.599983473738861,-4.574983473738861
-4.5999871617955606,-4.57498716179556
-4.5999900268129705,-4.57499002681297
-4.599992252463342,-4.574992252463342
-4.599993981429998,-4.574993981429998
-4.59999532455457,-4.574995324554569
-4.5999963679428895,-4.574996367942889
-4.599997178485119,-4.574997178485119
-4.5999978081439865,-4.574997808143986
-4.599998297286037,-4.574998297286037
-4.599998677269481,-4.57499867726948
-4.599998972454527,-4.574998972454527
-4.599999201765073,-4.574999201765072
-4.599999379901896,-4.574999379901896
-4.599999518285101,-4.5749995182851
-4.5999996257862374,-4.574999625786237
-4.599999709297054,-4.574999709297054
-4.599999774171313,-4.574999774171313
-4.5999998245680125,-4.574999824568012
-4.599999863718011,-4.574999863718011
-4.599999894131164,-4.574999894131164
-4.599999917757214,-4.574999917757213
-4.599999936110794,-4.574999936110793
-4.5999999503685265,-4.574999950368526
-4.599999961444455,-4.574999961444455
-4.599999970048642,-4.5749999700486415
-4.599999976732689,-4.5749999767326885
-4.599999981925102,-4.574999981925101
-4.599999985958757,-4.5749999859587565
-4.5999999890922485,-4.574999989092248
-4.5999999915264596,-4.574999991526459
-4.599999993417444,-4.5749999934174435
-4.599999994886429,-4.574999994886428
-4.599999996027591,-4.57499999602759
-4.599999996914088,-4.574999996914087
-4.59999999760275,-4.57499999760275
