RPM,(230306) 2_Powder_mass_flow_PML_SS316L_0.1-0.5,(230306) 3_Powder_mass_flow_PML_Nb_0.1-0.5,(230306) 4_Powder_mass_flow_PML_Nb_0.1-0.5
0.1,4.576785006086334,2.9787286542800384,2.4486944748878634
0.2,4.5393327108656445,2.663879030200469,2.472591975603744
0.3,4.450673047334997,3.585751228811371,3.166744269007648
0.4,4.967176432251227,3.4314728854049634,3.5625156253370083
0.5,5.510374323979778,4.082371595861725,4.375925203759849
